IncidentName,FireDiscoveryDateTime,DiscoveryAcres,FinalAcres,IncidentSize,InitialLatitude,InitialLongitude,POOCounty,POOState,FireCause,FireBehaviorGeneral,FireMgmtComplexity,PredominantFuelModel,PredominantFuelGroup,EstimatedCostToDate,EstimatedFinalCost,PercentContained,terrain_slope_pct,road_distance_km,terrain_enriched
BOLT CREEK,1662820500000,14820.0,,14820.0,47.75788,-121.3085,King,US-WA,Human,Minimal,Type 3 Incident,,,14565000.0,16000000.0,80.0,39.2,,1.0
BURDOIN,1752874140000,1258.0,,10675.0,45.775303,-121.27009,Klickitat,US-WA,Human,Minimal,,,,19195106.0,,95.0,6.2,,1.0
THORP ROAD,1720189869000,1000.0,,2112.0,46.527678,-120.44864,Yakima,US-WA,Human,Minimal,,,,500000.0,,90.0,17.8,,1.0
SAWMILL CREEK,1504578600000,500.0,,1061.0,47.17772,-121.425,King,US-WA,Human,Active,Type 1 Incident,,,4500000.0,,99.0,32.7,,1.0
MCEWAN,1688504820000,210.0,,250.0,47.26518,-123.0563,Mason,US-WA,Undetermined,Minimal,Type 3 Incident,,,1850000.0,,85.0,2.7,,1.0
SAND SPRING,1532285447000,200.0,,200.0,45.75675,-120.3985,Klickitat,US-WA,Human,,,,,,,,5.6,,1.0
SILVER  DOLLAR,1499027640000,200.0,,30974.0,45.73207,-121.5176,Yakima,US-WA,Undetermined,Minimal,Type 4 Incident,,,1100000.0,,100.0,12.0,,1.0
DOUGHTY,1753835880000,200.0,,200.0,45.742338,-120.398385,Klickitat,US-WA,Undetermined,,,,,,,,2.4,,1.0
Wishram,1438718178000,178.0,,178.0,45.666401,-120.939796,Klickitat,US-WA,Human,,,,,,,,24.0,,1.0
FRUIT VALLEY,1599601688000,166.0,,166.0,45.64606,-122.7031,Clark,US-WA,Human,,,,,,,,1.3,,1.0
MOUNTS RD,1691941478000,150.0,,150.0,47.01722,-122.6181,Pierce,US-WA,Undetermined,,,,,,,,1.2,,1.0
BOHOSKEY,1724104560000,150.0,,200.0,46.628075,-120.393526,Yakima,US-WA,Undetermined,,,,,,,,18.3,,1.0
ELBOW,1661884800000,107.0,,55.0,48.91423,-120.9062,Whatcom,US-WA,Undetermined,Minimal,Type 1 Incident,,,0.0,10000.0,0.0,42.0,,1.0
MARYHILL,1499209646000,100.0,,20.0,45.67447,-120.854,Klickitat,US-WA,Undetermined,,,,,,,,12.7,,1.0
LOOPS,1537049422000,100.0,,150.0,45.71495,-120.7921,Klickitat,US-WA,Unknown,,,,,,,,12.7,,1.0
BLACK HOLE,1665956820000,100.0,,323.25,45.97536,-122.2359,Skamania,US-WA,Undetermined,Minimal,Type 3 Incident,,,300000.0,,25.0,22.9,0.64,1.0
PARKE CREEK,1567027040000,100.0,,100.0,46.97866,-120.3368,Kittitas,US-WA,Unknown,,,,,,,,9.2,0.49,1.0
KONNOWAC,1596497820000,100.0,,1083.0,46.51312,-120.3651,Yakima,US-WA,Unknown,Minimal,Type 4 Incident,,,300000.0,,99.0,6.7,0.21,1.0
Riley,1436478360000,100.0,,65.0,46.232399,-121.582199,Skamania,US-WA,Natural,,,,,2315096.0,,100.0,13.8,0.85,1.0
Cougar Creek,1439267308000,100.0,,53523.0,45.7763,-121.2674,Yakima,US-WA,Undetermined,,,,,,,,6.1,0.3,1.0
NEWELL GRADE,1530205860000,100.0,,227.8,45.83027,-120.3777,Klickitat,US-WA,Unknown,Minimal,Type 3 Incident,,,250000.0,,100.0,6.9,0.24,1.0
Dalles Mountain,1465286400000,100.0,,55.0,45.64502,-121.1039,Klickitat,US-WA,Human,,,,,,,,8.0,0.19,1.0
SADDLE MOUNTAIN,1686094500000,100.0,,619.0,45.700541,-120.81262,Franklin,US-WA,Human,Minimal,Type 4 Incident,,,40000.0,,25.0,15.6,0.38,1.0
KNIGHT,1689286500000,100.0,,128.0,45.875376,-120.874597,Klickitat,US-WA,Undetermined,,,,,,,,4.0,0.49,1.0
NEWELL ROAD,1689978900000,100.0,,60551.0,45.830956,-120.458913,Klickitat,US-WA,Undetermined,Minimal,Type 2 Incident,,,8895351.0,9900000.0,100.0,9.2,2.16,1.0
SOUTH SLOPE,1694546460000,100.0,,341.0,46.750129,-120.45663,Yakima,US-WA,Undetermined,Minimal,Type 4 Incident,,,800000.0,1500000.0,100.0,24.7,0.36,1.0
NUMBER TWO,1719185880000,100.0,,25.0,47.425902,-120.361233,Chelan,US-WA,Human,,,,,,,,19.4,0.13,1.0
MARBLE,1719874234000,100.0,,228.0,46.614141,-120.688263,Yakima,US-WA,Human,,,,,,,,8.2,0.15,1.0
EASY,1721271300000,100.0,,2130.0,48.592406,-120.833515,Skagit,US-WA,Natural,Minimal,,,,13805000.0,15000000.0,100.0,43.2,1.61,1.0
BLACK CANYON,1721701283000,100.0,,9211.0,46.859273,-120.753257,Yakima,US-WA,Human,Minimal,,,,1941030.0,4500000.0,100.0,8.2,0.69,1.0
HUCKLEBERRY RIDGE,1725490020000,100.0,,300.0,46.40576,-123.284966,Lewis,US-WA,Natural,Minimal,,,,6293045.0,,100.0,15.3,0.45,1.0
MILLER ISLAND,1729119137000,100.0,,300.0,45.645893,-120.906429,Klickitat,US-WA,Human,Minimal,,,,50000.0,,100.0,4.5,0.84,1.0
HWY 104,1509325607000,80.0,,80.0,48.04095,-124.1811,Clallam,US-WA,Human,,,,,,,,19.7,0.76,1.0
MEADOW CREEK,1465071600000,80.0,,67.0,47.88733,-120.7156,Chelan,US-WA,Human,,,,,,,,10.1,0.44,1.0
BOHOSKEY,1657247149000,75.0,,75.0,46.62155,-120.4042,Yakima,US-WA,Undetermined,,,,,,,,15.0,0.14,1.0
SCORPION COULEE ,1530939600000,75.0,,148.0,46.84404,-120.4615,Kittitas,US-WA,Human,,,,,,,,20.3,0.12,1.0
MILLER ISLAND,1563935220000,75.0,,900.0,45.6503,-120.9017,Klickitat,US-WA,Natural,Minimal,Type 4 Incident,,,5000.0,,100.0,8.0,1.05,1.0
SELAH CLIFFS,1688541900000,75.0,,102.8,46.706277,-120.472463,Yakima,US-WA,Human,,,,,,,,7.3,0.01,1.0
SHEEP COMPANY,1720255380000,75.0,,330.0,46.75917,-120.551091,Yakima,US-WA,Human,Active,,,,10000.0,,100.0,6.2,0.09,1.0
PORTER CREEK,1587005100000,70.0,,67.5,48.78607,-122.0828,Whatcom,US-WA,Human,,,,,,,,36.6,0.42,1.0
MARYHILL LOOPS,1749417742000,70.0,,300.0,45.729655,-120.812948,Klickitat,US-WA,Undetermined,,,,,,,,15.2,0.18,1.0
TWO YEARS OUT RX,1730397938000,68.0,,68.0,46.349005,-123.228634,Wahkiakum,US-WA,Undetermined,,,,,,,,15.2,0.09,1.0
1440,1607113896000,65.0,,65.0,46.11896,-122.4627,Cowlitz,US-WA,Human,,,,,,,,25.7,0.35,1.0
ROSY OWL CLOVER RX,1745445369000,62.7,,62.7,46.052022,-121.249944,Yakima,US-WA,Undetermined,,,,,,,,6.8,0.2,1.0
KINGS LANDING,1531780860000,62.0,,62.0,47.23489,-122.9833,Mason,US-WA,Unknown,,,,,,,,3.2,0.29,1.0
HENDERSON SPRING,1662751012000,60.0,,500.0,45.69583,-120.8158,Klickitat,US-WA,Undetermined,,,,,,,,14.0,0.16,1.0
YAKSUM,1723956240000,60.0,,23.0,47.4582,-120.4753,Chelan,US-WA,Natural,,,,,,,,24.6,1.03,1.0
Little Fork,1534556820000,53.0,,200.0,48.96077,-121.4443,Whatcom,US-WA,Natural,Minimal,Type 5 Incident,,,25000.0,,0.0,45.5,3.11,1.0
Red Creek,1439425470000,52.0,,143.0,48.0492,-121.2106,Snohomish,US-WA,Natural,,,,,,,,46.1,0.83,1.0
MINNOW RIDGE,1662760740000,50.0,,5350.0,47.96355,-120.6849,Chelan,US-WA,Natural,Minimal,Type 5 Incident,,,20000.0,500000.0,100.0,23.5,1.56,1.0
COTTONWOOD,1526256322000,50.0,,91.0,46.76826,-120.5707,Yakima,US-WA,Human,,,,,,,,6.1,0.3,1.0
Horseshoe,1435965180000,50.0,,340.0,46.2048,-121.592697,Skamania,US-WA,Human,,Type 2 Incident,,,2300000.0,,100.0,13.3,0.14,1.0
MP 162,1471573560000,50.0,,50.0,45.86057,-121.3962,Benton,US-WA,Human,,,,,,,,15.6,0.52,1.0
HAYWARD FIRING RANGE,1473197100000,50.0,,167.0,47.12607,-120.7159,Kittitas,US-WA,Human,,,,,,,,10.3,0.13,1.0
PLEASANT VALLEY,1621195129000,50.0,,50.0,46.69366,-120.6139,Yakima,US-WA,Undetermined,,,,,,,,6.9,0.35,1.0
OA-WENAS GRADE,1692368704000,50.0,,50.0,46.745875,-120.668371,Yakima,US-WA,Human,,,,,,,,6.5,0.51,1.0
BALSAM ROOT,1720180080000,50.0,,305.0,47.460396,-120.356705,Chelan,US-WA,Human,Minimal,,,,446859.0,,100.0,10.6,0.18,1.0
LUNA,1721237611000,50.0,,149.0,45.838487,-120.676661,Klickitat,US-WA,Human,,,,,,,,4.4,0.16,1.0
KELLY LANE,1727285460000,50.0,,4000.0,46.632356,-120.37819,Yakima,US-WA,Human,,,,,,,,14.3,0.28,1.0
COZY NOOK,1730923981000,50.0,,37.0,45.875205,-120.770704,Klickitat,US-WA,Human,,,,,,,,4.9,0.25,1.0
ROWE HILL,1751233629000,50.0,,50.0,46.699443,-120.643559,Yakima,US-WA,Human,,,,,,,,12.3,0.11,1.0
HARPER SPRING,1757547780000,50.0,,26.4,45.860115,-120.60401,Klickitat,US-WA,Human,,,,,,,,4.5,0.39,1.0
TOKUL,1500135120000,46.0,,46.0,47.59347,-121.8328,King,US-WA,Human,,,,,,,,3.1,0.06,1.0
CEMETERY,1502418749000,45.0,,45.0,45.62913,-121.1461,Klickitat,US-WA,Undetermined,,,,,,,,2.0,0.09,1.0
Bunnel Springs,1471148564000,45.0,,24.0,45.675,-120.9996,Klickitat,US-WA,Human,,,,,,,,19.8,1.16,1.0
REST HAVEN,1717114260000,45.0,,45.0,46.618872,-120.484394,Yakima,US-WA,Human,,,,,,,,7.7,0.05,1.0
KAMILCHE PT RD,1684023387000,41.0,,41.0,47.14212,-123.06,Mason,US-WA,Human,,,,,,,,5.2,0.09,1.0
Smithville,1443750752000,40.0,,,45.6436,-121.1251,Klickitat,US-WA,Undetermined,,,,,,,,6.3,0.73,1.0
MINERAL,1625884080000,40.0,,25.0,46.72215,-122.2057,Lewis,US-WA,Undetermined,,,,,,,,14.3,0.48,1.0
PARK CREEK - MSF/NPS LIGHTNING STRIKES,1529535581000,40.0,,40.0,48.65994,-121.6712,Whatcom,US-WA,Unknown,,,,,,,,25.0,0.27,1.0
STANDARD ROAD,1552950278000,40.0,,15.0,48.75184,-122.1941,Whatcom,US-WA,Human,,,,,,,,1.3,0.18,1.0
OLD NACHES,1686171000000,40.0,,645.0,46.710343,-120.653068,Yakima,US-WA,Undetermined,Minimal,Type 4 Incident,,,75000.0,,100.0,15.5,0.02,1.0
BURBANK VALLEY,1689892440000,40.0,,40.0,46.73024,-120.413602,Yakima,US-WA,Undetermined,,,,,,,,10.4,0.31,1.0
OAK FLAT,1753311453000,40.0,,129.66,45.831064,-120.604511,Klickitat,US-WA,Human,,,,,,,,3.9,0.42,1.0
Tunnel Creek,1757181000000,39.0,,596.0,47.77855,-123.084667,Jefferson,US-WA,Natural,Minimal,,,,69540.0,,50.0,42.1,1.02,1.0
SAND HILL,1749675120000,35.0,,19.0,45.718893,-121.804635,Skamania,US-WA,Human,,,,,,,,8.1,0.28,1.0
GRAND MOUND,1501714880000,33.0,,33.0,46.79808,-123.0216,Thurston,US-WA,Human,,,,,,,,0.9,0.02,1.0
BURBANK,1520802600000,32.0,,32.25,46.77366,-120.4349,Kittitas,US-WA,Human,,,,,,,,10.7,0.35,1.0
W. SLAVIN RD,1466488800000,30.0,,30.0,46.53975,-120.8443,Yakima,US-WA,Human,,,,,,,,4.1,0.11,1.0
COUGAR CREEK,1532830860000,30.0,,42712.0,47.851393,-120.549328,Chelan,US-WA,Natural,Minimal,Type 4 Incident,,,42160159.0,,100.0,29.7,1.05,1.0
RED APPLE,1626228120000,30.0,,12288.0,47.51609,-120.4207,Chelan,US-WA,Undetermined,Minimal,Type 4 Incident,,,4300000.0,14000000.0,100.0,20.1,0.54,1.0
Tozier,1438726320000,30.0,,30.0,46.9292,-120.5011,Kittitas,US-WA,Undetermined,,,,,,,,4.6,0.08,1.0
JOLLY MOUNTAIN,1502498820000,30.0,,36808.0,47.37676,-121.0187,Kittitas,US-WA,Undetermined,Minimal,Type 5 Incident,,,24400000.0,,100.0,32.3,1.53,1.0
SCATTER CREEK,1503434160000,30.0,,384.0,46.82629,-123.034,Thurston,US-WA,Undetermined,Minimal,Type 3 Incident,,,1280000.0,,100.0,1.9,0.05,1.0
CHIKAMIN,1596208980000,30.0,,2151.0,48.06893,-120.7687,Chelan,US-WA,Natural,Minimal,Type 4 Incident,TU5,Timber,2765000.0,3500000.0,100.0,33.1,1.19,1.0
Saxton Road,1440284940000,30.0,,113.0,45.9389,-120.6819,Klickitat,US-WA,Human,,,,,,,,8.2,0.23,1.0
BURKE ISLAND,1471484735000,30.0,,15.0,45.93134,-122.7915,Cowlitz,US-WA,Undetermined,,,,,,,,0.5,0.19,1.0
MILE POST 93,1532040480000,30.0,,30.0,45.66405,-120.952,Klickitat,US-WA,Unknown,,,,,,,,18.3,0.27,1.0
MP 96,1471245300000,30.0,,83.0,45.640617,-120.922333,Klickitat,US-WA,Human,,,,,,,,10.7,0.44,1.0
SOUTH WENAS,1498588680000,30.0,,604.0,46.7458,-120.6052,Yakima,US-WA,Undetermined,,,,,,,,3.0,0.06,1.0
STEPHENS RD,1618792483000,30.0,,30.0,47.02054,-123.4959,Grays Harbor,US-WA,Human,,,,,,,,5.5,0.36,1.0
PINE HOLLOW,1690840634000,30.0,,30.0,46.542953,-120.759532,Yakima,US-WA,Undetermined,,,,,,,,5.3,0.04,1.0
ROZA SLOPE,1694545860000,30.0,,200.0,46.93365,-120.51136,Kittitas,US-WA,Undetermined,Minimal,Type 4 Incident,,,75000.0,1500000.0,100.0,2.5,0.52,1.0
UMTANUM,1722120360000,30.0,,410.0,46.876062,-120.478877,Kittitas,US-WA,Undetermined,Minimal,,,,350000.0,,100.0,25.4,0.91,1.0
Gee Lake,1728087660000,30.0,,40.0,48.411731,-121.794964,Skagit,US-WA,Undetermined,,,,,,,,37.3,0.51,1.0
VAIL,1625355060000,29.0,,29.0,46.84384,-122.6028,Thurston,US-WA,Human,,,,,,,,6.2,0.04,1.0
NORTH SOL DUC,1556574900000,27.5,,27.0,48.0598,-124.1836,Clallam,US-WA,Human,,,,,,,,4.6,0.22,1.0
BLACK HILLS,1694925300000,27.1,,27.1,46.95998,-123.1101,Thurston,US-WA,Human,,,,,,,,15.5,0.36,1.0
ARCHER MOUNTAIN,1504606380000,25.0,,209.0,45.61468,-122.0942,Skamania,US-WA,Undetermined,Moderate,Type 3 Incident,,,646000.0,,100.0,25.8,0.48,1.0
GUN RANGE,1592516400000,25.0,,100.0,47.399,-120.399,Chelan,US-WA,Human,,,GS2,Grass-Shrub,,,,26.6,0.52,1.0
BADGER GULCH,1626469140000,25.0,,22.8,45.86012,-120.6661,Klickitat,US-WA,Undetermined,,,,,,,,3.5,0.08,1.0
STAN HEDWALL,1470348236000,25.0,,66.0,46.64145,-122.963,Lewis,US-WA,Human,,,,,,,,2.0,0.09,1.0
LOST,1533509940000,25.0,,25.0,47.89516,-120.6366,Chelan,US-WA,Unknown,,,,,,,,30.2,0.95,1.0
PARKS,1661122800000,25.0,,20759.0,48.97687,-120.7031,Okanogan,US-WA,Natural,Active,Type 1 Incident,,,190000.0,800000.0,0.0,22.4,1.6,1.0
HOLMAN,1534455720000,25.0,,302.0,48.83546,-120.7653,Whatcom,US-WA,Unknown,Minimal,Type 4 Incident,,,0.0,,100.0,40.6,1.27,1.0
SLAVIN,1498088160000,25.0,,120.0,46.54407,-120.8314,Yakima,US-WA,Human,,,,,,,,4.0,0.08,1.0
TUNNEL FIVE,1688323020000,25.0,,546.0,45.722232,-121.579246,Skamania,US-WA,Undetermined,Minimal,Type 2 Incident,,,7000000.0,,100.0,25.9,0.38,1.0
LAKE LOUISE,1692218830000,24.0,,24.0,47.15712,-122.2731,Pierce,US-WA,Undetermined,,,,,,,,3.8,0.03,1.0
JACKSON ROAD,1691790331000,23.0,,23.0,46.92928,-122.3855,Pierce,US-WA,Undetermined,,,,,,,,3.2,0.07,1.0
MSF Norse Support,1504650040000,20.0,,20.0,47.0798,-121.5091,Pierce,US-WA,Undetermined,,,,,,,,30.0,0.04,1.0
WISHRAM,1529781408000,20.0,,20.0,45.6623,-120.948,Klickitat,US-WA,Undetermined,,,,,,,,14.9,0.18,1.0
Eureka Lake,1440713220000,20.0,,20.0,48.754799,-120.569298,Okanogan,US-WA,Natural,,,,,,,,44.7,1.58,1.0
RAILROAD,1629230340000,20.0,,36.0,45.66386,-120.9472,Klickitat,US-WA,Human,,,,Grass,,,,18.3,0.1,1.0
MUNSON PRAIRIE,1603740265000,20.0,,32.9,45.84601,-120.669,Klickitat,US-WA,Human,,,,,,,,3.9,0.1,1.0
SWOFFORD,1553025722000,20.0,,103.0,46.5105,-122.4193,Lewis,US-WA,Human,,,,,,,,7.7,0.34,1.0
OLD BARN RD ,1553124000000,20.0,,18.0,46.50921,-121.9186,Lewis,US-WA,Unknown,,,,,,,,13.8,0.13,1.0
SKAGIT,1661389680000,20.0,,695.0,48.9248,-120.9476,Whatcom,US-WA,Undetermined,Moderate,Type 1 Incident,,,0.0,10000.0,0.0,31.6,2.72,1.0
Copper Lake ,1661383200000,20.0,,2182.0,48.9413,-121.4481,Whatcom,US-WA,Undetermined,Minimal,Type 1 Incident,,,143562.0,800000.0,0.0,45.5,2.03,1.0
Tatie Peak,1439433840000,20.0,,100.0,48.7051,-120.722,Whatcom,US-WA,Natural,,Type 5 Incident,,,150000.0,,100.0,47.9,1.45,1.0
CALIFORNIA ROAD 2,1531508220000,20.0,,35.0,47.28557,-123.2165,Mason,US-WA,Unknown,,,,,,,,2.2,0.2,1.0
SUIATTLE,1501455840000,20.0,,216.0,48.34392,-121.4267,Skagit,US-WA,Human,Minimal,Type 2 Incident,,,2340000.0,,90.0,29.6,0.4,1.0
MILEPOST 11,1471038486000,20.0,,51.0,46.86185,-120.394,Kittitas,US-WA,Human,,,,,,,,14.4,0.91,1.0
CHEHALIS TRAIL,1691544558000,20.0,,20.0,46.87653,-122.7262,Thurston,US-WA,Human,,,,,,,,3.2,0.18,1.0
LAKE WHATCOM,1693270500000,20.0,,40.0,48.6752,-122.2672,Whatcom,US-WA,Natural,Minimal,Type 5 Incident,,,850000.0,,100.0,22.1,0.59,1.0
TENDOLLAR,1694366940000,20.0,,182.0,46.84795,-120.389008,Kittitas,US-WA,Undetermined,Minimal,Type 4 Incident,,,235500.0,,100.0,7.6,0.5,1.0
MOXEE VALLEY,1715910300000,20.0,,20.0,46.570071,-120.456386,Yakima,US-WA,Undetermined,,,,,,,,0.7,0.15,1.0
HORSETHIEF LAKE,1779570120000,20.0,,471.0,45.643562,-121.125182,Klickitat,US-WA,Undetermined,Minimal,,,,20000.0,,100.0,6.2,0.73,1.0
B-1300,1627791600000,18.0,,18.0,48.0062,-122.9509,Clallam,US-WA,Human,,,,,,,,16.5,0.65,1.0
Whitewater Unit 40 Rx,1540336484000,15.1,,15.1,47.07743,-121.5863,Pierce,US-WA,Unknown,,,,,,,,10.3,0.06,1.0
ROCKY TOP,1563935760000,15.0,,15.0,46.63276,-120.6899,Yakima,US-WA,Natural,,,,,,,,7.2,0.25,1.0
JONES PIT,1507387621000,15.0,,15.0,47.01854,-122.3482,Pierce,US-WA,Undetermined,,,,,,,,4.6,0.12,1.0
WIEHL,1599540606000,15.0,,15.0,45.89072,-122.519,Clark,US-WA,Human,,,,,,,,3.8,0.06,1.0
PROCTOR CREEK 62 RD,1463181060000,15.0,,289.0,48.29146,-121.9702,Snohomish,US-WA,Undetermined,Minimal,Type 2 Incident,,,450000.0,,100.0,24.7,0.53,1.0
MIMA ROAD,1599598800000,15.0,,268.0,46.88637,-123.0469,Thurston,US-WA,Human,,,,,,,,1.3,0.05,1.0
JACKSON ROAD,1553113380000,15.0,,45.0,46.94413,-122.3893,Pierce,US-WA,Unknown,,,,,,,,1.8,0.1,1.0
CONBOY,1604070060000,15.0,,15.0,45.99783,-121.2645,Klickitat,US-WA,Human,,,,,,,,1.3,0.68,1.0
GEMSTONE,1656418666000,15.0,,10.0,47.12708,-120.6805,Kittitas,US-WA,Undetermined,,,,,,,,6.7,0.15,1.0
JOYCE ACCESS,1618941600000,15.0,,15.0,48.08123,-123.7089,Clallam,US-WA,Human,,,,,,,,24.7,0.16,1.0
Buckindy,1534554203000,15.0,,105.0,48.37756,-121.1825,Skagit,US-WA,Natural,Minimal,Type 5 Incident,,,1500.0,,0.0,48.7,5.94,1.0
SILVER LAKE RD,1553813709000,15.0,,4.5,48.93621,-122.0801,Whatcom,US-WA,Human,,,,,,,,15.2,0.58,1.0
OLD NACHES,1660771380000,15.0,,31.0,46.74602,-120.7933,Yakima,US-WA,Undetermined,,,,,,,,22.2,0.15,1.0
HOT SHOT,1463103660000,15.0,,60.0,48.29141,-121.9702,Snohomish,US-WA,Undetermined,Minimal,Type 2 Incident,,,460000.0,,100.0,24.7,0.54,1.0
BATTLE BUTTE,1626225013000,15.0,,22.75,45.8171,-120.7709,Klickitat,US-WA,Human,,,,,,,,2.1,0.9,1.0
ORTING ROAD,1629426604000,15.0,,15.0,47.1497,-122.1859,Pierce,US-WA,Undetermined,,,,,,,,6.5,0.02,1.0
REECER CREEK,1659162240000,15.0,,20.2,47.180637,-120.59284,Kittitas,US-WA,Undetermined,,,,,,,,21.0,0.21,1.0
Bannock Lakes,1532828940000,15.0,,497.0,48.20067,-120.9407,Chelan,US-WA,Unknown,Minimal,Type 5 Incident,,,43500.0,,0.0,37.5,0.23,1.0
DURR ROAD,1687628400000,15.0,,20.5,47.010833,-120.97312,Yakima,US-WA,Undetermined,,,,,,,,12.0,0.76,1.0
MULQUEEN,1691877906000,15.0,,15.0,46.82844,-122.6517,Thurston,US-WA,Human,,,,,,,,17.3,0.43,1.0
BEAR CREEK,1693161480000,15.0,,32.0,46.304167,-121.810167,Skamania,US-WA,Natural,,,,,,5000000.0,100.0,38.0,1.03,1.0
HARLAN LANDING,1715206238000,15.0,,100.0,46.633648,-120.529107,Yakima,US-WA,Human,,,,,,,,15.2,0.36,1.0
TOP OF THE WORLD,1728949646000,15.0,,171.0,45.726,-121.40145,Klickitat,US-WA,Human,Minimal,,,,850000.0,1000000.0,100.0,12.0,0.32,1.0
POMAS,1749836400000,15.0,,3618.0,48.1091,-120.7207,Chelan,US-WA,Natural,Minimal,,,,71854544.0,,95.0,31.4,1.99,1.0
BIG LAKE,1757109060000,15.0,,23.48,47.182039,-120.804435,Kittitas,US-WA,Natural,,,,,,,,9.7,0.27,1.0
OLD HIGHWAY 9,1500769343000,14.7,,14.7,46.79065,-123.0102,Thurston,US-WA,Undetermined,,,,,,,,2.8,0.04,1.0
THOMAS,1723256460000,14.0,,9.0,47.293333,-121.157333,Kittitas,US-WA,Undetermined,Minimal,,,,571037.0,10000000.0,100.0,28.2,1.04,1.0
STAVE CREEK,1723259700000,14.0,,12.1,47.400167,-121.197167,Kittitas,US-WA,Natural,,,,,680000.0,10000000.0,100.0,31.0,0.93,1.0
SOUTH HUCKLEBERRY,1753793332000,14.0,,14.5,47.48262,-124.04178,Grays Harbor,US-WA,Human,,,,,,,,14.2,0.16,1.0
507 PRAIRIE,1665598055000,13.75,,13.75,46.93309,-122.5758,Thurston,US-WA,Human,,,,,,,,1.5,0.08,1.0
ELDERBERRY,1661477682000,13.5,,13.5,46.80264,-123.0126,Thurston,US-WA,Undetermined,,,,,,,,2.8,0.02,1.0
347,1465065952000,12.1,,12.1,46.55393,-124.0344,Pacific,US-WA,Human,,,,,,,,1.7,0.21,1.0
CRAZY MAN MOUNTAIN,1572365042000,12.0,,12.0,46.42373,-122.562,Lewis,US-WA,Undetermined,,,,,,,,10.8,0.62,1.0
BORDEAUX RD,1630703035000,12.0,,12.0,46.88435,-123.0423,Thurston,US-WA,Undetermined,,,,,,,,1.7,0.08,1.0
MOX-CHEHALIS,1553116094000,12.0,,12.0,46.96109,-123.3372,Grays Harbor,US-WA,Unknown,,,,,,,,4.0,0.45,1.0
HAMILTON CANYON,1557955793000,12.0,,12.0,47.09758,-123.7653,Grays Harbor,US-WA,Human,,,,,,,,7.4,0.23,1.0
Desolation,1663189800000,11.0,,363.0,48.91336,-121.0453,Whatcom,US-WA,Undetermined,,,,,50000.0,,,32.3,1.62,1.0
Elk Forage 19 RX,1540222842000,10.5,,10.5,47.12103,-121.5432,Pierce,US-WA,Unknown,,,,,,,,21.1,0.08,1.0
LITTLE CREEK,1755562140000,10.5,,10.5,47.210967,-121.104883,Kittitas,US-WA,Human,,,,,,,,2.4,0.05,1.0
Bob Wayne,1599240540000,10.0,,10.0,47.25293,-124.2221,Grays Harbor,US-WA,Unknown,,,,,,,,3.5,0.31,1.0
TEANAWAY RIVER,1507321980000,10.0,,341.0,47.25299,-120.846,Kittitas,US-WA,Undetermined,Minimal,Type 3 Incident,,,587000.0,,100.0,15.0,0.19,1.0
HUCKLEBERRY,1668877350000,10.0,,52.0,46.49133,-123.4097,Pacific,US-WA,Human,,,,,,,,16.6,0.45,1.0
DECKERVILLE,1438384431000,10.0,,150.0,47.2288,-123.4763,Mason,US-WA,Undetermined,,,,,,,,1.8,0.07,1.0
DENMARK,1584557821000,10.0,,10.0,46.94878,-120.424,Kittitas,US-WA,Unknown,,,,,,,,0.9,0.74,1.0
CONRAD,1530480240000,10.0,,4583.0,46.74582,-120.6684,Yakima,US-WA,Unknown,Minimal,Type 3 Incident,,,955000.0,,100.0,6.4,0.51,1.0
SUNSET,1594667340000,10.0,,143.3,47.48359,-120.3504,Chelan,US-WA,Human,,,GS2,Grass-Shrub,,,,6.4,0.11,1.0
HAY CANYON,1588706040000,10.0,,9.9,47.54667,-120.4858,Chelan,US-WA,Unknown,,,GS2,Grass-Shrub,,,,36.1,0.42,1.0
BADGER GULCH,1533756000000,10.0,,15.0,45.85268,-120.6399,Klickitat,US-WA,Human,,,,,,,,3.6,0.22,1.0
BUCODA,1473991529000,10.0,,6.4,46.79118,-122.9017,Thurston,US-WA,Undetermined,,,,,,,,6.8,0.24,1.0
SLAB,1538350080000,10.0,,90.0,46.78624,-120.4565,Kittitas,US-WA,Human,,,,,,,,15.0,0.39,1.0
SUNCREST,1472337780000,10.0,,390.0,47.60496,-120.6356,Chelan,US-WA,Human,Minimal,Type 4 Incident,,,350000.0,,100.0,13.0,0.06,1.0
198TH,1628199236000,10.0,,10.0,47.13286,-122.156,Pierce,US-WA,Human,,,,,,,,4.9,0.2,1.0
MILEPOST 7,1563669900000,10.0,,26.0,46.89047,-120.4366,Kittitas,US-WA,Unknown,,,,,,,,15.0,0.29,1.0
GREEN BEAN,1572477531000,10.0,,35.0,46.0331,-122.1731,Skamania,US-WA,Undetermined,,,,,,,,33.6,0.16,1.0
1ST STREET,1534376100000,10.0,,10.0,46.94537,-122.6006,Thurston,US-WA,Unknown,,,,,,,,0.8,0.01,1.0
TOMMY,1529621252000,10.0,,15.0,47.92549,-120.5833,Chelan,US-WA,Natural,,,,,,,,30.1,0.53,1.0
NORTH FORK,1660933341000,10.0,,32.7,46.54416,-120.8736,Yakima,US-WA,Undetermined,,,,,,,,6.0,0.47,1.0
CAPE HORN ,1659880095000,10.0,,6.41,46.15411,-123.291,Wahkiakum,US-WA,Human,,,,,,,,18.5,0.1,1.0
